# s1, s2, s3, s4, s5, s6, s7, s8, s9, sMean, LidoSNS1, LidoSNS2, LidoSNS3, LidoSNSmean, LidoSham1, LidoSham2, LidoSham3, LidoShamMean, Hex1, Hex2, Hex3, HexMean, Atr1, Atr2, Atr3, AtrMean
2.160187723432286933e-01,7.759183296554503229e-02,1.029370454654220113e-01,8.504616998848071874e-02,2.891252823599455013e-02,2.785955866436466977e-01,7.427249354843397378e-02,5.979654879049078886e-02,3.897351106267926690e-01,1.458784542897816616e-01,2.213820643476410166e-01,2.063707989330836878e-01,4.010955889119401374e-01,2.762828173975549473e-01,2.562988242543845496e-01,3.458464810894028574e-01,3.543331823688717352e-01,3.188261625708863622e-01,1.381328906645507004e-01,1.654859291112245612e-01,3.788889829557028355e-01,2.275026009104927083e-01,5.952561791715282880e-01,2.672043772831820263e-01,3.154793878696636744e-01,3.926466481081247184e-01
2.920855164185567898e-01,8.020376599121856187e-02,1.366827706274900689e-01,8.247907745746659025e-02,2.787221894844069819e-02,2.829097958566378912e-01,8.386715736133538990e-02,7.833439664525557178e-02,2.906061143156691284e-01,1.505600904024523290e-01,2.199644476035452212e-01,2.026476482840223470e-01,3.964214561482023447e-01,2.730111840119233135e-01,2.620733179182422878e-01,3.516883124762230639e-01,3.651549400211123730e-01,3.263055234718592046e-01,1.643902001221725639e-01,2.019224162462215644e-01,4.124066981344164384e-01,2.595731048342702074e-01,5.805273249565147120e-01,2.539424015567298687e-01,3.091412608455286204e-01,3.812036624529244189e-01
2.597170567772820737e-01,8.044385778309681712e-02,1.598371955754753770e-01,7.850294467045841607e-02,2.957684453391227347e-02,2.937547268399001155e-01,7.675499435744725929e-02,9.444992914616676116e-02,2.371627490615402789e-01,1.455778109716976965e-01,2.360762518163483092e-01,2.121461323126965226e-01,3.984561763061990058e-01,2.822261868117479366e-01,2.537130051819872500e-01,4.037301853872264923e-01,4.254877818971010695e-01,3.609769908221049373e-01,1.638895655948900409e-01,2.015530500833371264e-01,4.529655226251342870e-01,2.728027127677871699e-01,5.294254807840494959e-01,1.975994191031247849e-01,3.402507028550175727e-01,3.557585342473972290e-01
2.641580461308791206e-01,8.544983911989270653e-02,2.087390083694668219e-01,7.398521321555762142e-02,2.009741282021017955e-02,3.141228555783548981e-01,1.015951125252271964e-01,1.117080953041089258e-01,2.311235085720255711e-01,1.567754546261914406e-01,3.083996202736777326e-01,2.473211129901642380e-01,4.055242681446387110e-01,3.204150004694935605e-01,2.694678579972532018e-01,3.993522929294357482e-01,4.113973950019428338e-01,3.600725153095439279e-01,1.515606608909862985e-01,1.938547948006331123e-01,4.620392317185419984e-01,2.691515624700537845e-01,4.703102549315950620e-01,2.014735287444693879e-01,3.077071229160551757e-01,3.264969688640398937e-01
3.216176140816983664e-01,6.428852793285563805e-02,1.978801938532409876e-01,9.964659261057420836e-02,1.920300226839764118e-02,3.180062545322634437e-01,9.117911506824256940e-02,1.458788428140742610e-01,2.036565799070231830e-01,1.623729692298189198e-01,3.780133307657365660e-01,2.836029738429303171e-01,3.855887280470355338e-01,3.490683442185675278e-01,3.407060432378002934e-01,4.184630368464382633e-01,4.289298108617586314e-01,3.960329636486656923e-01,1.753279514267177264e-01,2.140742295134195616e-01,4.553393978097347028e-01,2.815805262499573303e-01,5.713658613373354678e-01,1.587749897685455380e-01,2.490463167373405950e-01,3.263957226144071910e-01
3.182707505340239829e-01,6.320168360877183311e-02,1.875172051522643046e-01,1.147070756140692593e-01,1.985199660843104535e-02,3.052473825603904123e-01,8.728882141941980699e-02,1.517976015776092424e-01,2.490269672029484238e-01,1.663232760308809288e-01,3.442099735341130895e-01,3.519285922919109799e-01,4.337912104923404288e-01,3.766432587727881476e-01,3.092864686268761432e-01,4.528273087621499937e-01,3.978612698247488422e-01,3.866583490712582893e-01,2.257666082506652461e-01,2.195973369335291747e-01,4.398970589524701102e-01,2.950870013788881585e-01,7.239025697376803015e-01,1.824350441038234405e-01,2.714486746369672576e-01,3.925954294928237220e-01
3.346237009185898392e-01,7.597375892750601878e-02,1.499951801624749836e-01,1.183040610269209536e-01,4.327023752619840735e-02,3.123148500596727439e-01,8.468365414003287128e-02,1.364184754826062718e-01,3.091783409931920801e-01,1.738624732485771207e-01,3.878961139755666698e-01,3.897029914145789808e-01,3.854102595701690004e-01,3.876697883201048467e-01,3.080897510159054664e-01,4.792441347610250091e-01,3.853610554887595407e-01,3.908983137552300424e-01,1.954973069966769172e-01,2.057263987399473026e-01,4.089244286930565631e-01,2.700493781432269369e-01,6.974769342356879065e-01,1.898898568115306718e-01,2.572444018749763250e-01,3.815370643073983103e-01
3.476986458005583702e-01,1.570315116772157127e-01,9.353295599892028078e-02,1.428689594918761685e-01,3.742513282037585043e-02,2.552658149908658691e-01,9.110298458086560358e-02,1.508791044616152877e-01,3.424640991090349695e-01,1.798076898812586699e-01,3.762482261741574296e-01,3.895139004226336743e-01,3.615688565658047304e-01,3.757769943875319818e-01,3.078006965996600286e-01,4.566794037647795568e-01,3.109578599235575669e-01,3.584793200959990322e-01,2.154027741623416037e-01,2.381003604796852469e-01,3.346582688211398593e-01,2.627204678210555699e-01,6.486873245681366029e-01,2.113329327099414401e-01,2.130363287736415090e-01,3.576855286839065173e-01
3.392495332256402207e-01,1.521846483368792247e-01,4.615696768975716818e-02,1.493716966864987172e-01,5.627844319401838213e-02,2.633375030408082185e-01,7.100693801690879936e-02,1.786193053247330798e-01,3.822311121648119814e-01,1.820484608533395332e-01,3.179136083515800015e-01,4.435560070608602357e-01,3.282834260856887232e-01,3.632510138327096350e-01,2.923947362138655248e-01,4.693754541876898889e-01,3.381557529782170946e-01,3.666419811265908546e-01,2.709714055292337664e-01,2.524551540967081564e-01,3.395547412019368494e-01,2.876604336092929426e-01,5.622488182983808036e-01,2.007197352312026228e-01,2.064843581457211086e-01,3.231509705584348358e-01
2.716602679156480127e-01,2.110997372371937186e-01,6.357643902458960661e-02,1.156218317283634889e-01,6.538350924880216575e-02,2.388795711283286383e-01,1.250645145632283683e-01,1.641457203621769223e-01,3.990479132672064000e-01,1.838310560528374771e-01,2.772420295268105406e-01,4.825606670328482783e-01,3.877345602914601952e-01,3.825124189503730232e-01,2.352828763920747634e-01,4.620897520139820580e-01,2.652502639629801817e-01,3.208742974563456585e-01,2.746989160275447039e-01,3.127962274342486748e-01,3.581664958023608736e-01,3.152205464213848063e-01,4.173790127797601945e-01,2.386456783249535363e-01,2.098708628670806209e-01,2.886318513239314321e-01
2.182934741588759553e-01,2.414953893971258370e-01,7.858731375131604302e-02,1.241823134710088594e-01,6.581126662108846559e-02,2.644064844225241240e-01,1.269759141383182965e-01,1.489029704644543872e-01,4.109821177826816774e-01,1.866263604674881504e-01,2.491002231747096174e-01,5.262132852636426383e-01,3.636249741592166851e-01,3.796461608658563414e-01,2.434437653075668950e-01,4.449046525715232292e-01,2.650025905497656598e-01,3.177836694762852798e-01,2.431573232958768871e-01,3.739454428994825608e-01,3.511297977994658481e-01,3.227441879982750894e-01,2.782035964165643915e-01,2.055781140396057138e-01,1.872495223135516029e-01,2.236770775899072639e-01
1.613498845029227025e-01,2.300329003185531407e-01,9.319627359262697142e-02,1.393439957887498137e-01,4.496282087342429179e-02,2.339297189796298027e-01,1.230260796747153079e-01,1.827375161964752692e-01,4.014087478876092741e-01,1.788875486460785036e-01,2.135532664822697713e-01,5.302385951170378586e-01,4.312845672305371525e-01,3.916921429432815849e-01,2.589605359214885993e-01,4.058958483978870047e-01,3.105770673644016600e-01,3.251444838945924398e-01,2.752451548219213007e-01,4.313094227611372622e-01,3.575993122959417181e-01,3.547179632930001492e-01,2.031235499814620371e-01,2.293179729370145026e-01,1.668397136840027994e-01,1.997604122008264371e-01
2.044858612132579023e-01,1.772838761025273269e-01,9.121168771686889720e-02,1.275123687506073966e-01,4.693409790855831293e-02,2.341076709557682878e-01,1.193814361028806559e-01,1.875335499900955827e-01,3.795882159374094900e-01,1.742265294086637606e-01,2.187779335220540189e-01,5.685088099460940958e-01,4.305541242030159199e-01,4.059469558903880393e-01,2.374278939082685724e-01,3.986888891534761115e-01,3.321159168657729088e-01,3.227442333091725124e-01,2.804668483628979803e-01,4.100007327207393359e-01,3.425751389986601003e-01,3.443475733607657685e-01,1.573475482549810123e-01,1.978366218563309131e-01,1.649006195920819096e-01,1.733615965677979265e-01
2.168389829258202950e-01,1.633997894021018138e-01,8.434990901398400909e-02,1.142048069688204465e-01,3.005467021451835308e-02,1.897425411118483507e-01,1.201989770352163561e-01,1.805901724308185408e-01,3.646206338094500898e-01,1.626667203236198123e-01,1.944719438495539632e-01,6.176737547857413801e-01,4.486259795142345519e-01,4.202572260498433354e-01,2.268806373693237899e-01,2.746237561861704646e-01,3.752920282425776799e-01,2.922654739326906448e-01,2.728105183886697094e-01,4.311037102241300767e-01,2.685064085154806324e-01,3.241402123760934728e-01,1.955005139901345446e-01,1.855271573892750270e-01,2.621925949051643334e-01,2.144067554281912924e-01
2.018554530631014587e-01,1.145162875172729827e-01,5.455141241609275798e-02,1.243267374638971773e-01,2.415149313925688684e-02,1.719549846575794960e-01,7.539216638768878043e-02,1.999203760933411789e-01,3.557332674528389527e-01,1.469335753545633061e-01,1.822746831495599962e-01,5.424709377968411905e-01,4.191902379950590563e-01,3.813119529804867014e-01,2.190425008939954066e-01,2.554739713747594121e-01,3.867111207587441979e-01,2.870758643424997092e-01,2.433307860066697970e-01,4.105938666173855611e-01,1.838432505240021331e-01,2.792559677160191822e-01,2.041913818278445203e-01,1.692880200316437822e-01,2.928282066825630414e-01,2.221025361806837906e-01
2.352417580954252740e-01,9.052655189656988455e-02,2.666364896193762490e-02,1.044967610829569821e-01,2.374844787670831250e-02,1.431134113652802742e-01,1.009795601079609695e-01,2.407509849828080861e-01,3.032276791090694479e-01,1.409720892754129928e-01,2.167621758873970461e-01,5.296948124839232497e-01,3.991331202159799085e-01,3.818633695291001051e-01,2.030070614213258240e-01,2.671098337214559137e-01,3.927055837626042267e-01,2.876074929684619974e-01,2.694421743088703525e-01,3.356447255408553931e-01,1.477521881325642994e-01,2.509463626607633668e-01,2.367695964454284707e-01,2.525754313408811180e-01,2.958451131513356591e-01,2.617300469792150919e-01
2.349380582601703904e-01,8.879263546388216355e-02,1.222190822559738807e-02,1.115904273220202497e-01,2.391098572245660067e-02,1.290559862873166819e-01,1.182281570634245299e-01,2.424218029166390065e-01,2.994655121937057629e-01,1.400694970505791948e-01,2.081983288890349171e-01,5.242077935694127166e-01,3.492686166253406443e-01,3.605582463612627131e-01,1.846817625938349805e-01,2.809959401388738565e-01,3.857579727522676416e-01,2.838118918283255021e-01,2.383544861568665796e-01,2.563318099355349489e-01,1.178349091102646184e-01,2.041737350675554008e-01,2.401320837173059886e-01,2.342001854805474126e-01,3.087178276968230994e-01,2.610166989648921576e-01
2.042023889385170266e-01,8.440579781434003059e-02,1.616188128425477544e-02,1.060802149818428630e-01,2.450905091135631084e-02,1.589392346302965220e-01,1.204473670394236307e-01,2.194455555580496764e-01,2.805754765396187844e-01,1.349741075219666187e-01,2.412452300095921376e-01,4.973280489001794535e-01,3.576851500526913585e-01,3.654194763208210017e-01,2.501365165675366597e-01,3.140035680834330489e-01,3.640738944487494910e-01,3.094046596999063814e-01,2.052842045216536349e-01,2.465637251517378559e-01,1.103763765777443923e-01,1.874081020837119471e-01,2.874091112292248562e-01,2.382962349625060428e-01,2.979969472443812495e-01,2.745674311453707439e-01
1.824165167361208317e-01,8.284261044791278727e-02,1.838109141265746940e-02,9.750906588400062858e-02,2.230111203703071324e-02,1.550107876050951516e-01,1.264278059524016895e-01,2.184939912525493411e-01,2.756511477295092161e-01,1.310037921174753150e-01,2.249237591206565412e-01,3.908942188185193234e-01,3.264502944970615883e-01,3.140894241454124658e-01,2.236923001653380594e-01,3.861150441888184792e-01,3.618250543493829463e-01,3.238774662345131339e-01,1.850384681211899307e-01,2.236136916615706072e-01,1.047036124339996432e-01,1.711185907389200789e-01,2.590299039966723060e-01,3.147852385806174658e-01,1.860312635376018819e-01,2.532821353716305235e-01
2.083072031666688417e-01,1.308783398714283008e-01,2.119493794248690152e-02,1.483795123032294327e-01,2.059691248032748806e-02,1.481902319617425801e-01,1.300949032700074726e-01,2.279386462581214912e-01,2.705450448128644547e-01,1.451250813407641282e-01,2.475870470600561590e-01,4.003850555088959706e-01,3.446387987890006110e-01,3.308703004526509228e-01,2.019238013816938293e-01,4.078380628947229636e-01,4.499222537088712892e-01,3.532280393284293329e-01,1.929777542326732431e-01,1.910823986068606872e-01,1.063167064485654179e-01,1.634589530960331161e-01,2.678245887023152361e-01,2.804543889549336311e-01,1.563319446083156206e-01,2.348703074218548570e-01
2.616490281346529057e-01,1.214892836071928828e-01,1.891787476110060734e-02,1.360006351120212342e-01,2.096320274110947610e-02,1.293273497367060654e-01,1.106336898328706270e-01,2.004015963399275735e-01,2.421249292896163752e-01,1.379452877283553203e-01,2.528485515055159394e-01,3.663930153114520749e-01,4.335011619203584243e-01,3.509142429124421092e-01,2.438959985364896055e-01,4.033219909292270478e-01,4.397702171878023480e-01,3.623294022178396578e-01,1.844648233233705525e-01,2.101804978758209930e-01,8.128435768867206535e-02,1.586432262959545370e-01,2.645126929647588776e-01,2.327962115859676939e-01,1.480291266136362083e-01,2.151126770547876210e-01
2.153528497937870212e-01,1.337771403732585240e-01,2.415954249915657284e-02,1.056536921191174316e-01,3.041956966457011122e-02,1.400169547621523125e-01,1.048756563670018294e-01,1.699616445001858323e-01,2.074164949453390361e-01,1.257370605582854017e-01,2.991831015175933084e-01,3.029744412234435802e-01,5.033555055015810353e-01,3.685043494142059561e-01,2.900502590390139912e-01,3.599574649157759043e-01,4.161027973824772408e-01,3.553701737790890824e-01,1.870774467215987613e-01,2.302265215184760849e-01,8.209348085989062738e-02,1.664658163666551671e-01,2.318536052237192280e-01,3.075190908593213868e-01,1.576873208644301028e-01,2.323533389824902484e-01
1.912111057127710012e-01,1.495441846893957316e-01,3.028307687436821924e-02,1.119404707602125598e-01,3.029471934453216095e-02,1.364029077382248600e-01,1.112199186205927448e-01,1.888380380161102379e-01,2.242150005147422465e-01,1.304388246967721765e-01,2.469773742021594276e-01,2.779931583789888583e-01,4.884466565738463939e-01,3.378057297183315044e-01,2.672016405325735033e-01,3.235370916523265805e-01,4.261559970991840030e-01,3.389649097613613438e-01,2.110196854225378504e-01,2.087057361027070956e-01,8.598835256143785855e-02,1.685712580288942775e-01,2.204564901332190519e-01,3.499852934160955220e-01,1.763340026475134492e-01,2.489252620656093040e-01
2.036278498815086435e-01,1.509620498869121974e-01,4.835253238102375090e-02,1.158367649560062829e-01,2.982279956769744514e-02,1.837420532864150746e-01,1.058197562342009235e-01,1.609730792058002291e-01,2.282506491457027553e-01,1.363763927272519105e-01,2.601541687195521035e-01,2.981673198306126205e-01,5.230554505125866172e-01,3.604589796875837249e-01,2.934018492217418950e-01,2.716503489774894087e-01,3.555568521261619486e-01,3.068696834417977692e-01,2.036008911146446054e-01,1.880123979133884460e-01,1.091838347388886660e-01,1.669323745889739197e-01,2.065909785685676181e-01,3.538211655343715956e-01,2.173924031207334906e-01,2.592681824078909014e-01
2.097910816060064576e-01,1.025363962481478097e-01,6.667122906250817771e-02,6.399886223060206880e-02,3.122642967491344804e-02,1.985563062556550962e-01,1.196756754547429608e-01,1.745760951796192784e-01,2.531646929402057711e-01,1.355774187391556862e-01,2.115163727271451022e-01,2.908773377471689514e-01,5.078397970906735059e-01,3.367445025216624921e-01,3.254652352247120461e-01,2.582665837380886953e-01,2.760246641608844476e-01,2.865854943745617112e-01,2.200452893875954885e-01,1.817245981965499024e-01,1.564611215492519025e-01,1.860770030444657552e-01,1.905858701911583297e-01,4.550898267684047593e-01,2.029368833228986091e-01,2.828708600941539086e-01
1.591714103432373406e-01,1.011618285869076289e-01,9.231498150339874365e-02,1.046089200563933702e-01,3.261946959919832800e-02,2.887253509923148331e-01,1.153272022152251053e-01,2.079792697421901093e-01,2.685812255860454689e-01,1.522766287361012327e-01,2.186230186319320923e-01,2.797630987652937051e-01,4.217177370191308450e-01,3.067012848054522234e-01,3.264782336845357125e-01,2.260097772960349971e-01,2.670485526308709612e-01,2.731788545371472421e-01,1.836201191469264415e-01,2.237508349138934705e-01,1.913211365421602639e-01,1.995640302009934197e-01,2.108190620023350503e-01,5.362659645898645300e-01,1.659509216025241984e-01,3.043453160649079448e-01
1.890875138785922671e-01,8.939164335478863577e-02,9.444803690628304771e-02,1.636315731052903344e-01,2.125590511441810548e-02,3.988505651258520968e-01,1.160430061839989035e-01,2.309886758592682443e-01,2.755778912113015511e-01,1.754749789710881580e-01,2.232472396705986739e-01,2.726380124882169520e-01,3.457746380233530092e-01,2.805532967273895451e-01,2.900166981354971307e-01,2.110003045365743957e-01,2.649901371483849855e-01,2.553357132734854762e-01,1.883872308448687194e-01,2.741446833148089013e-01,1.663806963218618651e-01,2.096375368271798101e-01,2.073796575206884596e-01,5.475076952269631869e-01,1.680431770522289869e-01,3.076435099332935352e-01
2.267897829636375262e-01,9.783087167148743490e-02,1.293325398957197447e-01,1.558980960087936185e-01,1.910768028514837555e-02,4.332273023847023063e-01,1.059354694480020981e-01,2.550351671383744301e-01,2.488702640655759413e-01,1.857807970957157107e-01,2.627380146923130044e-01,2.883735382365614219e-01,3.231643148138687027e-01,2.914252892475810430e-01,3.362853069921684090e-01,1.971151043480617315e-01,2.658887153178440821e-01,2.664297088860247409e-01,2.207159046675933323e-01,3.435568299001410253e-01,1.586567392926596654e-01,2.409764912867979891e-01,1.857784051344396059e-01,5.992653882094884921e-01,1.946224066175574197e-01,3.265553999871618207e-01
2.849038734626233582e-01,1.002476896855956368e-01,1.417230832478342251e-01,1.589639673443969115e-01,2.331517040966311211e-02,4.094307816780883291e-01,1.436004576399419475e-01,3.038404339737219573e-01,2.461681709353797376e-01,2.013548475974716867e-01,2.840193183363268759e-01,2.491366994757854003e-01,2.834719550555149792e-01,2.722093242892091314e-01,3.427085899815551784e-01,2.040544606598558575e-01,2.828124765397589391e-01,2.765251757270566491e-01,1.891663289278710525e-01,4.162256328834871288e-01,1.875110617984660222e-01,2.643010078699413734e-01,2.224697701955236084e-01,6.462126750993633095e-01,2.163614013839748051e-01,3.616812822262872040e-01
2.510165635155907071e-01,1.092832761426361515e-01,1.633798934334741715e-01,1.458611487100135717e-01,2.957718151694948075e-02,4.813463314834550144e-01,1.231767653882506891e-01,2.642844236451153961e-01,2.218388348112739494e-01,1.988627131829732164e-01,2.856643010821272588e-01,2.538338994365559875e-01,2.785711799862511384e-01,2.726897935016447949e-01,3.051217574390861498e-01,1.604249929636537841e-01,2.726030376438458580e-01,2.460499293488619399e-01,1.782605748886162134e-01,4.580702553602059024e-01,1.770352737946808419e-01,2.711220346811676341e-01,2.661367261693001751e-01,6.529986033710016846e-01,2.427783773338674789e-01,3.873045689580564832e-01
2.672353744367058082e-01,2.137683939550264201e-01,1.821604060028367000e-01,1.210505343110590132e-01,3.122596234806760546e-02,4.386415776265152888e-01,1.366852629998369650e-01,2.527620127507184122e-01,2.524717284318100385e-01,2.106668058736195781e-01,2.817174418905779021e-01,2.837478183135558885e-01,2.961432289760267400e-01,2.872028297267201769e-01,2.675577819599069818e-01,1.919728699123368076e-01,3.033859657279308064e-01,2.543055392000582171e-01,2.108152016145020125e-01,4.613329141008151169e-01,1.401233236179678099e-01,2.707571464444282761e-01,2.687066831743749051e-01,5.565812263192299048e-01,2.791914857752232360e-01,3.681597984229426079e-01
2.580325952226395492e-01,2.382434066057498856e-01,1.810302496028583508e-01,8.860158349854999060e-02,3.173438867131590790e-02,3.885237400899825277e-01,1.602764886140960188e-01,2.935172906772877122e-01,2.649962994564816765e-01,2.116617824932179315e-01,2.353472396592792282e-01,3.384351461722147070e-01,2.956628950798617095e-01,2.898150936371184927e-01,2.593488258407333769e-01,2.671500551378017119e-01,3.227423581886952886e-01,2.830804130557434406e-01,2.290220447570696649e-01,4.041811374660156386e-01,1.377299738545005314e-01,2.569777186925286117e-01,3.393433016842991035e-01,5.014485397949073331e-01,3.016087406585213904e-01,3.808001940459092016e-01
2.381290159504487747e-01,2.196351250927726650e-01,1.425642352999020035e-01,8.883868497625328764e-02,7.161140941494963108e-02,3.400491428913042791e-01,1.961114472716346258e-01,2.884280950615767947e-01,3.114055091491579330e-01,2.107525183453332895e-01,2.445292086786111097e-01,3.773403277677388479e-01,3.126001043393671353e-01,3.114898802619057161e-01,1.827039289813058021e-01,2.783630780869813526e-01,3.732865770418243301e-01,2.781178613700371893e-01,2.285706826167100414e-01,3.764360102003756481e-01,1.379004516037127814e-01,2.476357148069328051e-01,3.473128068240797228e-01,4.131479853458358553e-01,2.861053443212739356e-01,3.488553788303965231e-01
1.705309283036847146e-01,2.190885159910855862e-01,1.543361578391689304e-01,9.571761351662715078e-02,7.133252140161765176e-02,3.575243212142290017e-01,1.543126776888129881e-01,2.968154607580885118e-01,2.806630667329557127e-01,2.000356959384744782e-01,2.600522892736137348e-01,4.436513064999189626e-01,3.109836249562007993e-01,3.382290735765778322e-01,1.707492764013920916e-01,3.176806565314748698e-01,3.930573669774872769e-01,2.938290999701180795e-01,2.661218749673537332e-01,3.329271798180649111e-01,8.296930267185871621e-02,2.273394524857591248e-01,3.682144093148451702e-01,3.012472046903283962e-01,2.586373051503912390e-01,3.093663063851883055e-01
1.684509902386722158e-01,2.124463716102898414e-01,1.379259936150304955e-01,1.012585379682590797e-01,6.331616075345855577e-02,3.019549700977428586e-01,1.726443046629889122e-01,3.360746610296970749e-01,3.006907185520347747e-01,1.994180787253526654e-01,2.526628391179556732e-01,4.961402264650530691e-01,2.552874146876163985e-01,3.346968267568750655e-01,2.049059116997796193e-01,3.560611016827763819e-01,4.010821165593441151e-01,3.206830433139666869e-01,2.536603401690179505e-01,2.964507381223640547e-01,9.065181045524468850e-02,2.135876295822089210e-01,3.465934872223812024e-01,2.011101384588542262e-01,2.585228605781750844e-01,2.687421620864701710e-01
1.316410102793725001e-01,1.166293783519137123e-01,1.299753682451871839e-01,9.517706750497012536e-02,5.866445312794539568e-02,2.543465917138327259e-01,1.828223132612272761e-01,3.662210613300452278e-01,2.662571078203327946e-01,1.779704835149807651e-01,2.557948317016481843e-01,4.956701078888784417e-01,2.384108428598366858e-01,3.299585941501211317e-01,1.983341458503389276e-01,3.299931755597469984e-01,3.749110573830904403e-01,3.010794595977254740e-01,2.512420809647579745e-01,2.274037572079819769e-01,1.674938435229620382e-01,2.153798938985673483e-01,3.018792016815240453e-01,1.834413961960308370e-01,2.476702339381517959e-01,2.443302772719022353e-01
1.298353391229767340e-01,8.829264661592901853e-02,1.886275794463109778e-01,7.475125483798876480e-02,6.210601183133821618e-02,2.273063527094691949e-01,1.453877517767900029e-01,3.084203341131576681e-01,3.265378864285907179e-01,1.723627952091723592e-01,2.493403867110416117e-01,4.784019780861754612e-01,3.031769420006327209e-01,3.436397689326165517e-01,2.152199914808448911e-01,2.795471313713008277e-01,3.617163132052610419e-01,2.854944786858022443e-01,2.537405529824752759e-01,2.582660033401815158e-01,2.253960048585113840e-01,2.458008537270560678e-01,2.418859379312806313e-01,1.536460986826298780e-01,2.343346541636364688e-01,2.099555635925156594e-01
1.404482181695165255e-01,7.892208382994603255e-02,2.355145332265955460e-01,7.193756115799558593e-02,2.902853619682570566e-02,2.250264324279385164e-01,1.074651995655749176e-01,2.970808102296864095e-01,3.761075162451689158e-01,1.735034323388053301e-01,2.253320627140396881e-01,4.048623132097759481e-01,3.649664661603267968e-01,3.317202806947141536e-01,2.155290435253434111e-01,3.176576889417489502e-01,3.308791685127573379e-01,2.880219669932832516e-01,2.140070702055666685e-01,2.413245639527460129e-01,2.367101350212891531e-01,2.306805897265339356e-01,2.613587376381005245e-01,1.455852122569666618e-01,2.329400374952086961e-01,2.132946624634253219e-01
1.535659769796517138e-01,1.038219751098438393e-01,2.291113468656405527e-01,7.483703936669031109e-02,3.964434678369954668e-02,2.287896435345402324e-01,1.295231548265242394e-01,2.438289457490071810e-01,3.878586652223020570e-01,1.767756771597666088e-01,2.569514028304382691e-01,4.054322696676322946e-01,3.809559367317092438e-01,3.477798697432599173e-01,2.226556436567705133e-01,2.782488772644072239e-01,3.747365160153123265e-01,2.918803456454966971e-01,1.931131527570734419e-01,2.961173498131884907e-01,2.528268241369445724e-01,2.473524422357354924e-01,2.623426952672076595e-01,1.299103300970301800e-01,2.326837810501785897e-01,2.083122688048054671e-01
1.659035118189223224e-01,1.150442020597282067e-01,3.114951789510264635e-01,8.849155469822207742e-02,5.636583676361280049e-02,2.288921347927853900e-01,1.214306690371088904e-01,2.238058579997122821e-01,3.579405092640584596e-01,1.854854950427974325e-01,3.180154045297058363e-01,3.318504993709453510e-01,4.199491795956887819e-01,3.566050278321132860e-01,2.462826251111053522e-01,2.356836219633706153e-01,3.747544003969395243e-01,2.855735491571385065e-01,1.993241831368862960e-01,2.850640681539154397e-01,2.174710083382734582e-01,2.339530865430250739e-01,3.049469910609374779e-01,1.215607804672771408e-01,2.064556301079392142e-01,2.109878005453846017e-01
1.581091466572885906e-01,1.423650193593157809e-01,3.721572658032862302e-01,1.074082736473002397e-01,6.806068617942387378e-02,2.291014250199950308e-01,9.433417021388593171e-02,1.786284034080793393e-01,3.976494387076371373e-01,1.942015365551347239e-01,2.863622795983332137e-01,2.628991846452805592e-01,4.008374867493941229e-01,3.166996503310026134e-01,2.849689026380801127e-01,2.215256734945540984e-01,4.051641730207563574e-01,3.038862497177968747e-01,1.906103474544963150e-01,3.429166983436182647e-01,2.048038610096583056e-01,2.461103022692576470e-01,3.089844214958930024e-01,1.165814140840708973e-01,1.884133227046973502e-01,2.046597194282203935e-01
1.702610700188095794e-01,1.424398069328408067e-01,4.303305906407054460e-01,1.132012501197308951e-01,7.575151493450818507e-02,2.504440135425461955e-01,9.543328897008152012e-02,1.710363349346394612e-01,3.841136989089918297e-01,2.036679521114282410e-01,3.076966071546280435e-01,2.402496435151889043e-01,3.391045437935844009e-01,2.956835981544671532e-01,2.807986891672754615e-01,2.169716795424562750e-01,4.073393950581262746e-01,3.017032545892859852e-01,1.955681684341513404e-01,3.254521462455812753e-01,1.515783007990165743e-01,2.241995384929164059e-01,2.990883944991523657e-01,1.247850842513656688e-01,1.555209105316222862e-01,1.931314630940468013e-01
1.762938571287534784e-01,1.682828080766317069e-01,4.301066462954835634e-01,1.555536032436144467e-01,1.143415912823142477e-01,2.934921729683843128e-01,1.020033598488552656e-01,1.939974294281789358e-01,3.133216212652299992e-01,2.163770099486050924e-01,3.294822131604206450e-01,2.595112635926796196e-01,2.699992961912073275e-01,2.863309243147691974e-01,2.657129844107913863e-01,1.771605943665690575e-01,3.908369939897255452e-01,2.779035242556953111e-01,1.806968422766516424e-01,3.366612215234383032e-01,1.482621398929921952e-01,2.218734012310273895e-01,2.853041588243613313e-01,1.632515049627855375e-01,1.731983740793083260e-01,2.072513459554850834e-01
1.666527857030409565e-01,1.753342226891863587e-01,4.639445222395636170e-01,1.695271019055716866e-01,1.336375030404814979e-01,2.698135290952649035e-01,1.005788936588828675e-01,2.194865867476124832e-01,3.427677658605958189e-01,2.268603234378000488e-01,2.904717695694117308e-01,2.698790035831109546e-01,2.607299351570688262e-01,2.736935694365305038e-01,2.539752024494646432e-01,2.304396207735663893e-01,3.450631936539806932e-01,2.764926722923372604e-01,2.090655465116810774e-01,2.955427908520029123e-01,1.607779388582954994e-01,2.217954254073265241e-01,2.572909302617120142e-01,3.040046189015612188e-01,1.696406944196908739e-01,2.436454145276546746e-01
