4.353915196533580945e-01	3.739090064995358453e-01	3.880377592076756921e-01	4.219746208604147064e-01	5.445527700402351678e-01	5.509439801918909474e-01	6.691736304549674719e-01	5.981894150417826905e-01	6.795109873104301368e-01	6.571185391519652752e-01	6.259362426493345621e-01	6.844165892912410509e-01	7.411018260600432672e-01	7.403435468895078753e-01	7.602135561745589909e-01
4.943515939337667087e-01	4.923553079541937438e-01	4.636335499845249397e-01	5.153512844320644604e-01	4.984679665738161458e-01	5.139740018570102542e-01	5.417053543794491111e-01	5.153358093469514456e-01	5.166357164964408000e-01	5.281646549056019380e-01	4.560352831940575058e-01	4.786289074589910597e-01	4.753172392448157813e-01	6.035283194057567968e-01	6.502011761064685480e-01
5.331476323119777039e-01	5.045961002785515070e-01	4.126121943670690850e-01	4.427576601671309176e-01	5.079851439182914152e-01	5.576911173011451783e-01	5.957443515939337964e-01	5.902352212937171938e-01	5.467966573816156473e-01	5.885948622717425138e-01	5.844939647168059249e-01	4.633859486227174251e-01	4.934540389972144059e-01	5.566542865985762978e-01	6.581244196843082372e-01
6.362271742494584048e-01	6.608170844939647015e-01	7.278551532033424865e-01	7.604456824512534352e-02	1.323119777158773130e-02	1.567626121943669140e-02	1.354069947384710648e-01	1.474466109563602467e-01	1.158774373259053025e-01	2.016403590219746356e-01	2.376818322500773850e-01	2.671928195605075551e-01	1.190653048591767404e-01	1.026307644692045912e-01	1.144537294955122186e-01
3.745280099040544375e-01	3.714329928814608106e-01	3.261374187558031545e-01	2.994893221912721115e-01	3.049984524914887141e-01	3.036830702568864560e-01	3.309346951408232984e-01	3.359640978025379421e-01	3.665273909006499520e-01	4.337975858867224033e-01	4.599659548127514874e-01	3.891210151655833949e-01	3.488393686165274232e-01	3.497214484679666002e-01	3.834880841844630073e-01
3.894614670380686650e-01	4.230269266480965462e-01	3.273909006499536312e-01	3.263695450324977099e-01	3.158929124110182451e-01	3.179356236459300877e-01	2.711080160940885220e-01	2.919684308263695294e-01	3.376354069947384851e-01	3.759517177344475214e-01	4.288765088207984744e-01	4.170225936242649145e-01	4.798204890126895883e-01	4.733364283503559977e-01	5.450789229340761155e-01
4.815691736304549275e-01	4.942123181677499089e-01	4.499226245744351038e-01	4.944908696997833975e-01	5.033580934695141007e-01	5.274373259052924645e-01	4.969204580625193324e-01	4.755957907768492698e-01	5.049520272361498474e-01	5.125193438563911963e-01	4.955586505725781410e-01	4.864902506963788564e-01	4.852831940575673686e-01	4.947848963169297343e-01	5.281646549056019380e-01
5.049829774063757659e-01	5.210925410089755072e-01	5.067935623645929422e-01	5.164964407304240002e-01	4.796812132466728995e-01	4.862426493345713974e-01	4.767099969049829467e-01	4.561590838749612908e-01	4.757041163726400956e-01	5.066388115134632386e-01	4.991952955741256748e-01	4.722067471371092506e-01	5.376199319096254259e-01	5.186784277313525315e-01	4.731662024141132794e-01
3.939492417208295127e-01	4.046580006190033663e-01	4.225317239244815726e-01	4.547199009594553032e-01	5.043020736614051147e-01	5.139121015165583062e-01	6.402661714639430457e-01	6.046115753636643886e-01	6.838285360569481552e-01	6.447539461467037825e-01	6.371247291860104855e-01	7.247601361807489706e-01	7.209223150727329665e-01	6.980656143608789943e-01	6.756422160321882142e-01
4.716496440730423845e-01	4.707366140513773445e-01	4.381460848034663957e-01	4.678737233054781619e-01	4.436397400185700945e-01	5.032342927886103157e-01	4.636954503249767767e-01	4.753636645001547700e-01	4.964252553389043587e-01	4.924326833797585401e-01	4.774218508201794609e-01	5.486072423398328235e-01	5.392138656762612836e-01	6.210151655834108553e-01	6.152429588362735569e-01
5.188641287527081536e-01	4.841844630145465955e-01	5.101052305787681096e-01	5.019498607242340871e-01	5.264314453729495025e-01	5.457288765088207372e-01	5.623336428350356186e-01	5.816001238006809348e-01	5.053389043639739953e-01	5.251005880532343406e-01	4.901114206128133755e-01	4.211699164345403812e-01	4.323893531414423341e-01	5.167130919220055407e-01	5.736768802228412456e-01
4.602909316001238538e-01	4.536211699164344746e-01	5.114670380687093010e-01	1.402506963788300864e-01	1.610956360259980721e-02	7.573506654286597806e-02	4.221603218817703007e-02	1.002630764469204655e-01	1.912720519962859689e-01	2.391364902506963597e-01	3.490714948932219786e-01	3.106778087279480349e-01	2.879294336118848885e-01	1.183379758588672254e-01	1.293717115444135146e-01
